PSU	LC	Mate	NEM 	OC	OH	Buenas	Malas	Omitidas	Nota	Calculo	 R1 	R2 	R3 	R4 
674.25	682	682	661	657	0	22	9	9	657	657	61.5	53.8	37.5	66.7
653.75	633	645	702	614	0	17	5	18	619	619	61.5	38.5	12.5	50
673.8	626	688	702	635	0	21	8	11	650	650	61.5	46.2	37.5	66.7
654.3	597	701	641	592	0	26	5	9	705	705	76.9	30.8	87.5	83.3
679.25	633	737	620	660	636	32	5	3	762	762	76.9	84.6	87.5	66.7
675.8	651	694	682	628	0	24	6	10	683	683	53.8	53.8	75	66.7
654	639	701	579	660	0	37	0	3	821	821	100	92.3	75	100
720.5	710	718	744	0	694	29	5	6	733	733	53.8	92.3	62.5	83.3
735.9	721	756	744	642	655	32	8	0	755	755	76.9	76.9	100	66.7
668.9	608	688	682	672	0	25	15	0	671	671	69.2	53.8	37.5	100
701.4	659	756	682	589	0	26	4	10	707	707	61.5	69.2	50	83.3
616.3	562	613	661	628	570	11	7	22	557	557	30.8	23.1	25	33.3
659.8	710	616	682	672	701	27	6	7	712	712	69.2	61.5	62.5	83.3
635.05	567	694	599	596	0	25	7	8	690	690	61.5	53.8	62.5	83.3
678.95	732	706	579	622	701	14	10	16	579	579	69.2	7.7	12.5	50
641.45	651	613	682	649	608	24	16	0	660	660	69.2	53.8	50	66.7
647.95	626	678	641	0	574	23	3	14	681	681	61.5	30.8	87.5	66.7
701.65	682	701	744	638	0	22	4	14	669	669	46.2	61.5	50	66.7
684.85	721	688	641	708	0	13	6	21	579	579	38.5	23.1	25	50
649.9	667	660	620	600	645	18	7	15	624	624	53.8	30.8	25	83.3
653.35	651	656	641	628	677	13	9	18	572	572	15.4	30.8	37.5	66.7
666.45	639	694	661	611	0	33	3	4	776	776	84.6	76.9	75	100
673.55	754	688	579	684	645	25	7	8	690	690	61.5	61.5	37.5	100
654.65	603	673	682	607	0	22	9	9	657	657	46.2	53.8	62.5	66.7
678.75	691	688	661	657	649	11	9	20	553	553	23.1	23.1	25	50
655.1	587	694	622	699	0	19	2	19	645	645	46.2	53.8	25	66.7
653.45	576	706	641	603	0	26	10	4	693	693	76.9	53.8	62.5	66.7
631.55	562	682	599	625	0	28	2	10	731	731	76.9	53.8	62.5	100
682.55	691	694	661	668	660	28	7	5	719	719	84.6	61.5	50	83.3
616.45	592	673	538	607	0	26	5	9	705	705	76.9	46.2	50	100
664.9	538	793	579	557	0	22	5	13	667	667	61.5	38.5	50	83.3
724.15	567	812	723	646	0	35	5	0	790	790	84.6	92.3	75	100
674.9	667	688	682	614	537	25	3	12	700	700	61.5	53.8	75	66.7
741.7	620	793	785	646	0	28	8	4	717	717	76.9	69.2	75	50
765.8	732	812	744	680	664	36	2	2	807	807	84.6	100	75	100
720.1	620	756	744	699	0	39	1	0	838	838	92.3	100	100	100
661.2	614	706	620	657	0	30	3	7	747	747	84.6	61.5	62.5	100
642.75	562	682	661	561	582	22	12	6	650	650	61.5	46.2	50	66.7
800.05	801	850	723	766	0	33	6	1	769	769	76.9	84.6	75	100
645.55	633	652	661	603	0	17	3	20	624	624	46.2	38.5	37.5	50
672.5	614	660	702	0	772	33	7	0	766	766	92.3	92.3	50	83.3
644.8	608	648	682	611	551	17	16	7	593	593	38.5	30.8	50	66.7
642.55	620	678	641	532	0	18	6	16	626	626	46.2	38.5	62.5	33.3
646.45	614	664	661	596	0	14	6	20	588	588	23.1	30.8	37.5	66.7
619.2	614	664	560	576	556	18	4	18	631	631	53.8	23.1	37.5	83.3
660.8	NA	NA	NA	NA	NA	34	6	0	778	778	84.6	76.9	87.5	100
692.95	682	673	744	677	645	24	9	7	676	676	61.5	61.5	37.5	83.3
697.6	597	756	702	625	0	24	10	6	674	674	61.5	61.5	50	66.7
647.2	620	645	661	649	677	15	19	6	567	567	46.2	30.8	25	50
638.2	592	664	620	0	660	23	9	8	667	667	69.2	46.2	50	66.7
653	639	648	682	631	0	22	4	14	669	669	53.8	38.5	50	100
613.45	514	656	641	552	0	15	5	20	600	600	38.5	38.5	25	50
655.25	592	664	723	573	0	20	7	13	643	643	53.8	46.2	50	50
700.25	592	737	744	642	0	35	5	0	790	790	92.3	76.9	87.5	100
636.4	614	673	579	0	660	22	5	13	667	667	53.8	46.2	50	83.3
666.45	603	694	723	528	0	23	9	8	667	667	61.5	46.2	62.5	66.7
633.6	562	652	682	573	506	21	5	14	657	657	61.5	53.8	25	66.7
651.45	674	664	641	576	0	20	7	13	643	643	61.5	30.8	50	66.7
712.75	659	756	723	600	0	28	7	5	719	719	76.9	61.5	50	100
693.75	603	774	641	646	570	24	3	13	690	690	76.9	46.2	37.5	83.3
704.95	710	694	723	699	622	23	8	9	669	669	53.8	46.2	75	66.7
672.5	603	656	764	657	0	22	4	14	669	669	53.8	61.5	25	83.3
643.75	538	694	641	600	636	21	10	9	645	645	53.8	53.8	37.5	66.7
646.45	659	640	641	548	664	14	5	21	591	591	53.8	23.1	25	33.3
637.95	597	613	702	672	630	20	12	8	631	631	53.8	46.2	50	50
648.4	659	616	682	689	0	14	11	15	576	576	46.2	30.8	25	33.3
739.05	700	812	641	734	0	27	3	10	719	719	53.8	61.5	75	100
626.7	626	664	538	564	682	11	4	25	565	565	38.5	15.4	12.5	50
641.55	674	669	580	607	0	7	12	21	508	508	7.7	15.4	12.5	50
621.25	587	656	599	589	0	23	7	10	671	671	76.9	38.5	50	66.7
642.75	645	627	682	611	0	12	9	19	562	562	38.5	15.4	25	50
678.9	620	694	682	721	0	19	5	16	638	638	46.2	46.2	50	50
680.05	582	701	744	564	622	19	5	16	638	638	38.5	46.2	37.5	83.3
648.25	633	774	455	596	0	21	3	16	662	662	53.8	38.5	37.5	100
647.8	639	682	620	581	0	26	4	10	707	707	61.5	69.2	50	83.3
770.5	732	812	744	721	727	30	9	1	733	733	76.9	76.9	62.5	83.3
616	639	640	538	657	0	13	3	24	586	586	23.1	23.1	37.5	66.7
733.4	700	756	744	672	604	29	7	4	728	728	76.9	61.5	62.5	100
651.1	633	640	682	0	660	13	8	19	574	574	23.1	23.1	50	50
637.3	674	580	764	505	0	8	14	18	512	512	23.1	15.4	25	16.7
676.45	557	756	661	596	0	23	6	11	674	674	53.8	38.5	75	83.3
722.75	721	701	764	721	670	22	3	15	671	671	69.2	61.5	37.5	33.3
692.95	NA	NA	NA	NA	NA	22	10	8	655	655	53.8	46.2	50	83.3
639.7	597	652	682	523	564	9	13	18	524	524	30.8	15.4	0	50
611.75	532	620	661	611	578	25	2	13	702	702	69.2	53.8	62.5	66.7
635.25	645	620	641	628	670	8	7	25	529	529	38.5	0	0	50
684	645	737	661	581	0	26	4	10	707	707	69.2	46.2	75	83.3
652.85	608	701	580	708	0	35	5	0	790	790	100	92.3	50	100
632.25	633	624	661	596	578	18	5	17	629	629	69.2	30.8	12.5	66.7
789.8	721	850	764	721	0	34	4	2	783	783	84.6	84.6	75	100
635.7	614	664	620	581	591	22	6	12	664	664	46.2	46.2	62.5	83.3
619.25	552	652	641	552	0	20	12	8	631	631	53.8	46.2	37.5	66.7
679.75	567	737	702	592	501	27	10	3	702	702	61.5	69.2	62.5	83.3
632.7	528	660	682	596	512	22	6	12	664	664	61.5	53.8	50	50
652.35	538	718	641	614	531	34	6	0	778	778	92.3	84.6	62.5	100
627.3	557	620	702	614	551	23	6	11	674	674	69.2	38.5	62.5	66.7
750.7	633	812	744	727	660	38	2	0	826	826	100	92.3	100	83.3
663.8	603	673	723	596	506	12	3	25	576	576	7.7	30.8	37.5	66.7
725.9	667	737	785	646	636	24	5	11	686	686	76.9	53.8	25	83.3
653.75	547	706	661	614	0	20	6	14	645	645	61.5	30.8	62.5	50
628.9	582	669	599	617	0	28	6	6	721	721	76.9	53.8	75	83.3
656.55	710	664	599	660	0	23	10	7	664	664	69.2	46.2	62.5	50
642.8	592	645	661	0	689	20	8	12	641	641	53.8	46.2	25	83.3
644.3	603	701	579	635	0	27	6	7	712	712	76.9	53.8	50	100
636.95	576	648	661	649	0	23	5	12	676	676	53.8	46.2	50	100
670.2	691	737	579	542	556	27	5	8	714	714	69.2	46.2	75	100
640.35	582	656	661	635	556	14	12	14	574	574	38.5	15.4	50	50
767.35	674	850	723	693	0	38	1	1	828	828	92.3	100	87.5	100
706.35	626	688	805	703	640	24	3	13	690	690	76.9	53.8	62.5	33.3
650.35	639	624	703	532	660	21	9	10	648	648	38.5	61.5	50	66.7
706.3	645	737	723	649	608	32	8	0	755	755	84.6	76.9	75	83.3
622.75	608	627	620	0	640	21	7	12	652	652	61.5	30.8	50	83.3
665.25	597	718	641	625	517	25	4	11	698	698	61.5	46.2	75	83.3
628.15	674	616	599	617	664	12	14	14	550	550	30.8	7.7	37.5	66.7
739.4	710	774	744	631	0	29	7	4	728	728	69.2	69.2	75	83.3
651.8	603	706	620	585	517	23	4	13	679	679	61.5	46.2	50	83.3
652.85	603	637	744	596	587	18	5	17	629	629	46.2	30.8	62.5	50
650.9	700	637	641	532	640	14	8	18	584	584	38.5	30.8	25	50
722.05	614	831	620	703	630	30	6	4	740	740	84.6	53.8	75	100
740.3	659	831	661	693	0	36	4	0	802	802	92.3	84.6	87.5	100
613.55	639	637	538	646	613	9	8	23	536	536	30.8	7.7	25	33.3
695.4	674	688	764	600	0	24	6	10	683	683	61.5	53.8	50	83.3
622.7	608	640	620	581	0	18	7	15	624	624	46.2	30.8	62.5	50
670.65	576	718	641	721	0	32	5	3	762	762	69.2	84.6	87.5	83.3
638.35	674	616	661	611	0	14	4	22	593	593	46.2	30.8	25	33.3
776.2	667	850	764	693	0	38	1	1	828	828	92.3	92.3	100	100
611.5	659	656	476	0	655	23	7	10	671	671	69.2	30.8	62.5	83.3
633	620	688	538	649	0	25	7	8	690	690	76.9	53.8	50	66.7
668.05	659	718	579	684	0	28	7	5	719	719	92.3	53.8	62.5	66.7
647	682	648	620	600	640	17	5	18	619	619	46.2	23.1	50	66.7
666.1	572	737	599	703	604	29	6	5	731	731	84.6	53.8	62.5	100
678.7	608	694	702	693	0	28	5	7	724	724	69.2	69.2	62.5	83.3
633.25	597	682	579	622	0	21	4	15	660	660	69.2	46.2	50	33.3
664.8	597	660	764	564	574	20	8	12	641	641	53.8	53.8	25	66.7
656.25	651	694	599	625	640	33	7	0	766	766	92.3	69.2	75	100
632.9	538	624	744	585	0	14	11	15	576	576	46.2	23.1	37.5	33.3
659.85	626	706	661	517	0	19	7	14	633	633	46.2	30.8	50	83.3
635.3	620	669	601	600	0	21	4	15	660	660	53.8	38.5	75	50
770	710	812	744	766	0	35	3	2	795	795	92.3	76.9	87.5	100
666.95	620	718	641	596	476	18	7	15	624	624	30.8	46.2	62.5	50
679	710	673	661	631	689	21	6	13	655	655	53.8	46.2	50	66.7
753	682	812	744	652	645	29	4	7	736	736	69.2	76.9	62.5	83.3
688.95	732	669	702	0	660	7	2	31	531	531	15.4	0	12.5	66.7
762.25	667	812	785	672	645	25	9	6	686	686	76.9	53.8	50	66.7
685.75	582	737	682	672	0	28	4	8	726	726	84.6	53.8	62.5	83.3
631.85	626	616	661	642	0	10	18	12	522	522	38.5	23.1	12.5	16.7
676.4	645	678	702	668	0	30	3	7	747	747	76.9	76.9	62.5	83.3
687.6	645	737	661	596	617	28	7	5	719	719	69.2	69.2	62.5	83.3
719.3	639	774	702	677	574	22	6	12	664	664	76.9	53.8	37.5	33.3
756.1	639	850	702	703	0	35	5	0	790	790	100	84.6	75	83.3
655.8	639	694	620	607	0	27	7	6	709	709	61.5	61.5	62.5	100
619.2	587	669	579	505	560	14	4	22	593	593	38.5	23.1	37.5	50
652.35	576	694	641	646	0	29	5	6	733	733	84.6	53.8	62.5	100
636.05	592	656	641	622	547	22	8	10	660	660	61.5	53.8	37.5	66.7
641.5	547	701	641	564	0	14	8	18	584	584	38.5	30.8	12.5	66.7
700.9	592	756	702	668	582	36	4	0	802	802	100	69.2	100	100
753.05	776	831	620	689	670	28	2	10	731	731	53.8	53.8	100	100
638.65	608	678	579	672	0	23	5	12	676	676	69.2	46.2	50	66.7
676.15	633	673	744	607	512	24	7	9	681	681	69.2	46.2	50	83.3
685.35	667	669	744	649	636	29	5	6	733	733	76.9	61.5	62.5	100
632.35	582	640	641	677	587	19	5	16	638	638	46.2	53.8	37.5	50
657.3	572	664	744	581	0	18	7	15	624	624	46.2	38.5	25	83.3
654.3	620	673	661	622	0	16	2	22	617	617	61.5	23.1	25	50
637.95	582	669	620	646	655	15	3	22	605	605	30.8	23.1	50	66.7
699.45	721	701	682	693	0	34	3	3	785	785	84.6	84.6	75	100
643	682	694	496	703	636	23	7	10	671	671	69.2	46.2	37.5	83.3
719.8	645	756	744	646	613	31	4	5	755	755	92.3	61.5	62.5	100
681.85	682	660	723	642	677	22	9	9	657	657	46.2	46.2	62.5	83.3
684.95	651	694	723	603	617	20	8	12	641	641	53.8	38.5	37.5	83.3
774.3	768	831	723	660	0	27	7	6	709	709	76.9	53.8	62.5	83.3
674.25	682	673	702	573	595	20	5	15	648	648	69.2	30.8	37.5	66.7
688.75	659	669	744	699	664	20	9	11	638	638	38.5	38.5	50	100
648.1	587	664	702	564	0	15	8	17	593	593	53.8	30.8	25	33.3
742.3	710	774	744	652	660	29	6	5	731	731	84.6	53.8	87.5	66.7
677.7	721	656	702	628	0	19	7	14	633	633	53.8	38.5	50	50
657.5	582	701	661	589	604	27	5	8	714	714	92.3	46.2	50	83.3
687.65	639	694	723	668	587	22	9	9	657	657	53.8	53.8	37.5	83.3
702.9	633	718	744	672	0	30	4	6	745	745	84.6	69.2	50	100
632.75	626	652	579	642	694	17	18	5	588	588	46.2	38.5	37.5	50
696.7	743	682	662	664	757	17	5	18	619	619	53.8	23.1	62.5	33.3
715.75	700	774	641	672	0	29	7	4	728	728	92.3	53.8	75	66.7
789.45	682	850	805	693	677	39	1	0	838	838	100	92.3	100	100
613.1	562	609	661	614	0	8	16	16	508	508	23.1	15.4	37.5	0
725.25	700	737	764	585	626	19	3	18	643	643	53.8	30.8	37.5	83.3
616.75	562	640	641	561	560	15	7	18	595	595	46.2	30.8	12.5	66.7
612.85	597	586	661	564	645	12	1	27	581	581	15.4	15.4	50	66.7
634.6	700	682	538	532	0	20	8	12	641	641	69.2	46.2	25	50
673.3	633	718	682	0	531	26	6	8	702	702	69.2	38.5	75	100
714.85	691	718	785	573	0	22	8	10	660	660	92.3	23.1	37.5	66.7
683.05	768	688	599	699	701	21	2	17	664	664	61.5	53.8	37.5	50
672.45	494	812	579	635	0	26	7	7	700	700	76.9	61.5	50	66.7
663.4	626	645	723	672	0	12	6	22	569	569	46.2	15.4	25	33.3
698.45	659	701	744	652	626	15	6	19	598	598	38.5	30.8	37.5	50
811.7	784	831	805	797	727	39	1	0	838	838	100	100	87.5	100
661.2	667	627	723	642	649	15	5	20	600	600	46.2	38.5	12.5	50
633.95	597	656	641	585	591	15	11	14	586	586	46.2	15.4	37.5	66.7
643.45	608	669	642	603	0	15	7	18	595	595	46.2	23.1	25	66.7
637.95	562	634	723	512	595	19	6	15	636	636	46.2	30.8	50	83.3
648.5	633	701	579	617	0	24	6	10	683	683	69.2	46.2	62.5	66.7
664.95	626	656	723	638	0	17	10	13	607	607	46.2	23.1	50	66.7
690.65	582	831	558	607	608	34	5	1	781	781	92.3	84.6	75	83.3
626.3	626	613	661	600	0	11	7	22	557	557	23.1	15.4	25	66.7
629.3	587	669	599	611	0	16	7	17	605	605	46.2	15.4	62.5	50
686.95	620	756	641	625	0	27	7	6	709	709	84.6	61.5	37.5	83.3
664.9	651	682	682	573	0	29	2	9	740	740	69.2	69.2	75	83.3
673.8	567	756	620	652	0	29	5	6	733	733	53.8	76.9	75	100
631.75	587	613	702	517	630	17	3	20	624	624	46.2	38.5	25	66.7
625.65	620	616	661	592	556	14	12	14	574	574	46.2	30.8	12.5	50
668.8	542	701	723	642	0	27	9	4	705	705	69.2	53.8	87.5	66.7
616.5	597	603	641	596	655	11	7	22	557	557	30.8	38.5	0	33.3
694.7	659	756	620	677	0	30	4	6	745	745	76.9	69.2	62.5	100
635.4	557	634	682	576	682	13	8	19	574	574	38.5	23.1	25	50
658.15	691	737	476	693	0	26	7	7	700	700	69.2	46.2	62.5	100
637.25	651	694	517	649	655	28	12	0	707	707	76.9	76.9	37.5	83.3
687.35	608	756	661	603	0	34	4	2	783	783	92.3	76.9	87.5	83.3
680	682	637	785	607	574	17	4	19	622	622	15.4	38.5	62.5	83.3
677.1	608	774	558	677	0	25	7	8	690	690	69.2	46.2	75	66.7
776.05	710	831	744	741	604	33	4	3	774	774	76.9	84.6	75	100
634.25	674	634	579	0	694	13	2	25	588	588	46.2	23.1	12.5	50
693.2	721	664	682	797	677	24	7	9	681	681	76.9	61.5	37.5	50
646.4	597	652	682	631	0	14	4	22	593	593	15.4	38.5	50	50
750.05	732	756	805	0	622	23	12	5	660	660	76.9	38.5	25	100
729.45	597	774	785	596	655	37	3	0	814	814	100	84.6	87.5	100
693.25	603	756	661	672	622	22	8	10	660	660	69.2	23.1	50	100
636.9	608	706	538	631	0	27	3	10	719	719	76.9	53.8	62.5	83.3
638.9	572	756	496	603	0	25	4	11	698	698	46.2	61.5	75	83.3
641.8	674	694	476	0	757	24	7	9	681	681	61.5	46.2	62.5	83.3
741.7	732	812	620	749	0	37	3	0	814	814	84.6	92.3	100	100
685.3	667	669	723	0	701	26	12	2	688	688	53.8	76.9	50	83.3
675.35	603	701	702	638	595	30	4	6	745	745	76.9	61.5	75	100
613.4	603	569	723	477	560	8	11	21	519	519	15.4	23.1	12.5	33.3
639.55	603	656	641	635	0	23	12	5	660	660	76.9	46.2	37.5	66.7
707.15	651	812	579	668	0	35	5	0	790	790	100	76.9	75	100
669.5	651	660	702	668	613	21	9	10	648	648	53.8	53.8	50	50
691.8	614	774	620	657	483	26	2	12	712	712	61.5	46.2	87.5	83.3
682.25	645	706	661	703	0	24	4	12	688	688	53.8	61.5	75	50
692.35	639	812	517	699	0	34	5	1	781	781	92.3	76.9	75	100
655.6	633	630	744	552	595	14	6	20	588	588	30.8	46.2	0	66.7
634.2	592	673	579	603	682	17	15	8	595	595	38.5	38.5	50	50
682.4	620	688	764	528	578	24	6	10	683	683	61.5	46.2	75	66.7
709.45	562	812	661	564	664	33	4	3	774	774	92.3	69.2	75	100
678.2	721	669	661	0	677	21	11	8	643	643	61.5	38.5	37.5	83.3
659.6	538	694	702	642	0	32	2	6	769	769	92.3	76.9	75	66.7
632.4	645	664	538	0	701	16	3	21	614	614	46.2	30.8	37.5	50
650	532	718	620	638	655	23	4	13	679	679	84.6	38.5	25	83.3
663.05	633	701	620	660	636	20	13	7	629	629	53.8	53.8	37.5	50
673.65	674	645	744	592	626	16	6	18	607	607	53.8	30.8	25	50
633.3	633	673	579	552	591	21	7	12	652	652	30.8	53.8	62.5	83.3
689.25	608	718	723	638	0	24	3	13	690	690	69.2	46.2	50	83.3
642.4	682	678	538	664	0	25	8	7	688	688	69.2	46.2	50	100
625.3	674	640	558	581	630	13	8	19	574	574	23.1	30.8	37.5	50
661.4	633	603	805	611	622	16	7	17	605	605	38.5	38.5	25	66.7
640.9	659	682	538	677	649	20	8	12	641	641	61.5	23.1	37.5	100
734.8	682	756	764	672	0	34	2	4	788	788	84.6	84.6	87.5	83.3
708.75	633	737	764	557	595	26	7	7	700	700	76.9	53.8	50	83.3
706.9	620	756	702	672	0	32	3	5	766	766	84.6	69.2	75	100
698.1	710	718	682	625	0	33	4	3	774	774	92.3	84.6	75	66.7
683.4	651	682	702	596	708	22	5	13	667	667	53.8	53.8	50	66.7
674.35	691	656	661	0	757	14	6	20	588	588	30.8	30.8	25	66.7
673.45	659	637	764	564	640	15	11	14	586	586	53.8	23.1	25	50
705	659	694	744	749	655	30	8	2	736	736	76.9	84.6	62.5	66.7
659.15	620	656	723	592	0	20	7	13	643	643	69.2	38.5	37.5	50
651.15	614	678	641	622	630	20	7	13	643	643	61.5	38.5	37.5	66.7
632.25	597	627	662	652	0	17	11	12	605	605	30.8	38.5	37.5	83.3
614.4	614	586	682	573	574	10	11	19	538	538	30.8	15.4	12.5	50
683.85	626	718	661	703	604	32	6	2	759	759	76.9	61.5	100	100
639.15	562	694	641	542	537	23	6	11	674	674	69.2	38.5	50	83.3
653	732	627	641	642	604	9	6	25	541	541	15.4	7.7	25	66.7
634.7	614	637	661	600	0	15	12	13	584	584	38.5	30.8	25	66.7
684.2	608	669	805	603	0	19	7	14	633	633	61.5	46.2	12.5	66.7
637.6	562	656	682	552	595	21	6	13	655	655	46.2	46.2	50	83.3
644.4	614	648	682	569	595	18	6	16	626	626	61.5	30.8	50	33.3
634.55	603	688	579	596	0	24	5	11	686	686	46.2	69.2	62.5	66.7
698.6	674	718	702	652	0	34	4	2	783	783	76.9	84.6	87.5	100
681.3	743	706	620	600	0	17	5	18	619	619	53.8	30.8	12.5	83.3
659.1	608	737	579	611	0	29	9	2	724	724	92.3	61.5	50	83.3
635.35	603	664	641	557	0	14	4	22	593	593	30.8	38.5	12.5	66.7
662	667	737	517	677	0	24	8	8	679	679	61.5	46.2	50	100
725.05	674	756	723	693	0	30	2	8	750	750	76.9	84.6	75	50
711.1	682	706	764	611	660	26	6	8	702	702	76.9	53.8	50	83.3
683.55	608	694	723	689	0	30	4	6	745	745	76.9	76.9	62.5	83.3
638.85	603	652	661	596	0	25	2	13	702	702	53.8	53.8	75	83.3
624.35	NA	NA	NA	NA	NA	11	18	11	531	531	30.8	23.1	12.5	50
640.3	659	634	620	0	682	17	9	14	610	610	38.5	38.5	37.5	66.7
644.45	608	688	599	635	0	27	5	8	714	714	84.6	30.8	75	100
640.75	633	609	744	538	541	19	7	14	633	633	61.5	30.8	50	50
650.45	626	701	620	548	0	26	10	4	693	693	69.2	53.8	62.5	83.3
636.55	592	664	641	585	591	24	5	11	686	686	76.9	38.5	62.5	66.7
654.25	557	701	682	569	0	23	2	15	683	683	69.2	38.5	37.5	100
636.5	700	609	641	469	622	10	2	28	560	560	30.8	23.1	12.5	33.3
750.1	633	812	744	721	600	36	4	0	802	802	92.3	84.6	87.5	100
623.15	659	627	620	542	0	23	3	14	681	681	69.2	46.2	62.5	50
680.35	645	648	785	635	564	19	11	10	624	624	53.8	38.5	25	83.3
750.4	754	756	764	684	655	31	6	3	750	750	61.5	84.6	87.5	83.3
716.3	633	831	599	660	0	32	4	4	764	764	84.6	61.5	87.5	100
703.55	608	812	599	668	0	35	3	2	795	795	84.6	92.3	87.5	83.3
671.5	626	774	538	635	0	31	5	4	752	752	76.9	76.9	62.5	100
694.15	614	737	702	642	0	23	8	9	669	669	38.5	53.8	62.5	100
728.5	667	756	744	689	0	35	5	0	790	790	84.6	100	62.5	100
651.45	572	656	723	611	527	22	4	14	669	669	61.5	53.8	37.5	66.7
763.7	691	812	744	741	0	32	2	6	769	769	92.3	53.8	87.5	100
617.15	633	630	599	573	0	16	10	14	598	598	38.5	46.2	25	50
718.75	659	737	744	693	649	23	8	9	669	669	61.5	46.2	75	50
642.45	603	645	682	611	0	15	10	15	588	588	23.1	46.2	25	66.7
621.45	620	620	661	532	397	15	6	19	598	598	53.8	30.8	12.5	50
643.95	592	706	599	581	570	19	12	9	622	622	61.5	30.8	50	50
650.8	682	656	620	642	0	19	8	13	631	631	61.5	23.1	37.5	83.3
726.4	659	774	702	708	649	32	3	5	766	766	92.3	69.2	75	83.3
710.25	576	774	723	660	604	34	6	0	778	778	84.6	100	62.5	83.3
667.25	659	637	744	628	0	13	9	18	572	572	23.1	30.8	25	66.7
710.35	651	756	641	797	0	38	2	0	826	826	92.3	100	87.5	100
651.5	710	637	661	576	0	24	8	8	679	679	53.8	69.2	62.5	50
651.85	639	660	641	668	0	20	7	13	643	643	46.2	46.2	62.5	50
651.8	620	678	620	677	0	24	10	6	674	674	69.2	38.5	62.5	83.3
638.65	633	645	620	668	0	20	11	9	633	633	69.2	46.2	37.5	33.3
645.85	608	694	599	622	0	17	8	15	612	612	46.2	30.8	50	50
708.25	674	682	785	703	587	23	9	8	667	667	76.9	30.8	50	83.3
727.85	620	831	620	749	0	33	4	3	774	774	92.3	76.9	75	83.3
689.85	614	737	682	649	0	30	7	3	738	738	84.6	69.2	62.5	83.3
636.7	576	718	558	589	0	20	9	11	638	638	69.2	38.5	25	66.7
621.25	626	600	661	0	608	9	5	26	543	543	0	30.8	25	50
634.7	659	694	538	561	0	23	6	11	674	674	61.5	53.8	37.5	83.3
628.9	608	627	641	0	649	11	7	22	557	557	30.8	23.1	25	33.3
660.65	651	694	599	684	0	25	6	9	693	693	76.9	53.8	50	66.7
715.6	633	774	702	652	587	27	6	7	712	712	76.9	53.8	75	66.7
639	633	656	620	622	556	22	5	13	667	667	53.8	38.5	75	66.7
680.45	633	774	579	548	608	34	3	3	785	785	84.6	76.9	87.5	100
628.25	603	609	702	581	517	5	11	24	491	491	15.4	7.7	12.5	16.7
648.5	587	673	641	680	0	30	1	9	752	752	84.6	53.8	75	100
680.95	576	756	661	603	521	28	6	6	721	721	61.5	61.5	75	100
646.05	667	656	599	677	0	20	13	7	629	629	61.5	38.5	50	50
646.7	639	640	682	552	604	10	11	19	538	538	30.8	7.7	37.5	33.3
710.25	639	718	723	786	0	29	7	4	728	728	76.9	61.5	75	83.3
640.55	626	648	661	585	564	18	4	18	631	631	46.2	46.2	25	66.7
690.45	620	706	723	680	0	21	13	6	638	638	46.2	53.8	62.5	50
652.9	557	648	764	589	521	14	5	21	591	591	23.1	38.5	37.5	50
679.2	547	718	744	607	537	27	7	6	709	709	84.6	53.8	50	83.3
631.7	587	645	641	638	0	14	6	20	588	588	30.8	46.2	12.5	50
656.55	700	624	703	512	600	14	9	17	581	581	30.8	46.2	25	33.3
681.3	626	737	641	642	0	30	5	5	743	743	76.9	69.2	75	83.3
714.4	710	756	682	617	578	35	3	2	795	795	92.3	76.9	87.5	100
642.15	572	694	599	657	570	26	5	9	705	705	76.9	46.2	62.5	83.3
709.05	700	678	785	677	0	26	2	12	712	712	84.6	46.2	50	83.3
651.05	567	669	702	611	560	21	7	12	652	652	69.2	53.8	12.5	66.7
617.95	620	678	517	596	0	19	10	11	626	626	30.8	53.8	50	66.7
715.3	608	774	702	699	0	25	8	7	688	688	61.5	61.5	37.5	100
672.4	754	669	599	0	708	16	10	14	598	598	38.5	38.5	50	33.3
640.3	576	660	682	576	0	19	10	11	626	626	46.2	53.8	25	66.7
749	674	774	764	749	0	32	5	3	762	762	92.3	61.5	87.5	83.3
658.8	603	678	682	0	626	18	4	18	631	631	38.5	30.8	50	83.3
652	667	673	599	660	0	21	9	10	648	648	76.9	23.1	75	33.3
633	608	673	579	638	0	18	10	12	617	617	53.8	23.1	75	33.3
639.8	620	620	702	552	613	11	5	24	562	562	38.5	23.1	12.5	33.3
648.1	597	701	599	635	0	21	6	13	655	655	46.2	61.5	37.5	66.7
697.2	659	718	702	668	0	28	4	8	726	726	61.5	84.6	50	83.3
642.35	626	688	579	628	0	27	11	2	700	700	84.6	61.5	50	66.7
646.95	597	737	538	614	0	22	3	15	671	671	61.5	53.8	50	50
698.1	721	673	723	703	0	28	6	6	721	721	61.5	69.2	75	83.3
673.25	645	669	682	727	630	22	8	10	660	660	53.8	46.2	50	83.3
727	710	756	702	693	0	33	5	2	771	771	92.3	69.2	75	100
656.3	645	673	641	642	0	17	5	18	619	619	46.2	30.8	50	50
618.45	587	616	641	0	636	17	12	11	603	603	46.2	38.5	25	66.7
733.6	639	812	702	649	0	40	0	0	850	850	100	100	100	100
682.4	608	701	723	646	0	24	7	9	681	681	69.2	38.5	62.5	83.3
677.8	659	682	702	589	636	30	5	5	743	743	76.9	53.8	87.5	100
668.3	691	673	641	603	670	27	5	8	714	714	69.2	69.2	75	50
635.25	659	640	599	657	608	21	10	9	645	645	53.8	46.2	62.5	50
